Title,Date
"Nicky Jam: El Ganador: Un pastel","08-01-19"
"Nicky Jam: El Ganador: Ave fénix","07-01-19"
"Nicky Jam: El Ganador: Cold Turkey","06-01-19"
"Nicky Jam: El Ganador: Medellín","06-01-19"
"Nicky Jam: El Ganador: El futuro es paisa","06-01-19"
"Nicky Jam: El Ganador: El origen","06-01-19"
"Nicky Jam: El Ganador: Vida escante","06-01-19"
"Hannah Montana: Miley, toma tu goma de mascar","06-01-19"
"Hannah Montana: Lilly, ¿quieres saber un secreto?","06-01-19"
"Silencio","06-01-19"
"Nicky Jam: El Ganador: El infiltrado","06-01-19"
"Lionheart","05-01-19"
"Black Mirror: Bandersnatch","04-01-19"
"Rick y Morty: Temporada 2: Rupturas en el tiempo","20-12-18"
"Wanderlust: Episodio 2","28-11-18"
"Wanderlust: Episodio 1","28-11-18"
"Atypical: Temporada 2: Las reglas de Ernest Shackleton","26-11-18"
"Atypical: Temporada 2: Ritualicioso","26-11-18"
"Atypical: Temporada 2: Vivir en altura","26-11-18"
"Atypical: Temporada 2: Borrón y cuenta nueva","26-11-18"
"Amigos caninos: Temporada 1: Bravo, Zeus","26-11-18"
"Amigos caninos: Temporada 1: La chica y su perro","25-11-18"
"Las chicas del cable: Temporada 3: Capítulo 24: El destino","25-11-18"
"Las chicas del cable: Temporada 3: Capítulo 23: La esperanza","25-11-18"
"Las chicas del cable: Temporada 3: Capítulo 22: La lucha","25-11-18"
"Las chicas del cable: Temporada 3: Capítulo 21: El pecado","25-11-18"
"Las chicas del cable: Temporada 3: Capítulo 20: La venganza","25-11-18"
"Las chicas del cable: Temporada 3: Capítulo 19: La verdad","25-11-18"
"Las chicas del cable: Temporada 3: Capítulo 18: La muerte","23-11-18"
"Las chicas del cable: Temporada 3: Capítulo 17: El tiempo","22-11-18"
"Las chicas del cable: Temporada 1: Capítulo 1: Los sueños","21-11-18"
"Orange Is the New Black: Temporada 6: Libérate","20-11-18"
"Orange Is the New Black: Temporada 6: Doble sabor, doble diversión","20-11-18"
"Orange Is the New Black: Temporada 6: Pique suicida","20-11-18"
"Orange Is the New Black: Temporada 6: Batido de chocolate","19-11-18"
"Orange Is the New Black: Temporada 6: Rompe la cuerda","18-11-18"
"JANE","18-11-18"
"La belleza de la vida","17-11-18"
"Perdiendo el norte","16-11-18"
"House of Cards: Temporada 6: Capítulo 66","15-11-18"
"Las chicas del cable: Temporada 2: Capítulo 16: La inocencia","15-11-18"
"Orange Is the New Black: Temporada 6: Gordon: edición limitada","15-11-18"
"Orange Is the New Black: Temporada 6: Somos el cambio","15-11-18"
"Las chicas del cable: Temporada 2: Capítulo 15: Las oportunidades","15-11-18"
"Las chicas del cable: Temporada 2: Capítulo 14: La soledad","15-11-18"
"Legítimo rey","15-11-18"
"Orange Is the New Black: Temporada 6: Reloj biológico","14-11-18"
"Orange Is the New Black: Temporada 1: No estaba preparada","14-11-18"
"Orange Is the New Black: Temporada 6: Noche de Bromas","13-11-18"
"Cartas de Van Gogh","10-11-18"
"Somewhere Between: Miniserie: Hijos del destino","10-11-18"
"Somewhere Between: Miniserie: El cuarto hombre","10-11-18"
"Somewhere Between: Miniserie: Locura","10-11-18"
"Almas gemelas","10-11-18"
"The World's Most Extraordinary Homes: Temporada 2 (Parte A): Portugal","05-11-18"
"The World's Most Extraordinary Homes: Temporada 2 (Parte A): EE. UU.","04-11-18"
"Guardaespaldas: Episodio 1","04-11-18"
"Orange Is the New Black: Temporada 6: Soy un asno parlante","03-11-18"
"Orange Is the New Black: Temporada 6: Abran paso a la núm. 1","03-11-18"
"Orange Is the New Black: Temporada 6: Se viene un infierno","01-11-18"
"Orange Is the New Black: Temporada 6: Quién sabe más que yo","31-10-18"
"Somewhere Between: Miniserie: En el fuego","28-10-18"
"Somewhere Between: Miniserie: El destino toma vacaciones","28-10-18"
"Somewhere Between: Miniserie: El cazador y la caza","28-10-18"
"Somewhere Between: Miniserie: 2.0","28-10-18"
"Somewhere Between: Miniserie: Para que uno viva","28-10-18"
"La maldición de Hill House: The Haunting of Hill House: Cosa de gemelos","23-10-18"
"La maldición de Hill House: The Haunting of Hill House: El toque","23-10-18"
"La maldición de Hill House: The Haunting of Hill House: Ataúd abierto","23-10-18"
"La maldición de Hill House: The Haunting of Hill House: Steven ve un fantasma","23-10-18"
"Las chicas del cable: Temporada 1: Capítulo 8: El amor","21-10-18"
"Las chicas del cable: Temporada 1: Capítulo 7: La pérdida","21-10-18"
"Las chicas del cable: Temporada 1: Capítulo 6: La familia","21-10-18"
"Las chicas del cable: Temporada 1: Capítulo 5: El pasado","21-10-18"
"Las chicas del cable: Temporada 1: Capítulo 4: Los sentimientos","21-10-18"
"Las chicas del cable: Temporada 1: Capítulo 3: Las mentiras","21-10-18"
"Las chicas del cable: Temporada 1: Capítulo 2: Los recuerdos","20-10-18"
"Élite: Temporada 1: Assilah","19-10-18"
"Élite: Temporada 1: Todo estalla","19-10-18"
"Élite: Temporada 1: Todo va a salir bien","19-10-18"
"Élite: Temporada 1: Todos mienten","19-10-18"
"Élite: Temporada 1: El amor es una droga","18-10-18"
"¿Qué le pasó a Lunes?","18-10-18"
"Élite: Temporada 1: Sábado noche","18-10-18"
"Élite: Temporada 1: Deseo","17-10-18"
"Élite: Temporada 1: Bienvenidos","17-10-18"
"La casa de las flores: Temporada 1: NARCISO (Símb. mentira)","17-10-18"
"La casa de las flores: Temporada 1: AMAPOLA (Símb. resurrección)","17-10-18"
"La casa de las flores: Temporada 1: ERÍSIMO (Símb. adversidad)","17-10-18"
"La casa de las flores: Temporada 1: ORQUÍDEA (Símb. lujuria)","17-10-18"
"La casa de las flores: Temporada 1: TUSILAGO (Símb. preocupación)","17-10-18"
"La casa de las flores: Temporada 1: TULIPÁN (Símb. esperanza)","16-10-18"
"La casa de las flores: Temporada 1: BROMELIA (Símb. resistencia)","16-10-18"
"La casa de las flores: Temporada 1: PEONIA (Símb. vergüenza)","16-10-18"
"La casa de las flores: Temporada 1: MAGNOLIA (Símb. dignidad)","16-10-18"
"La casa de las flores: Temporada 1: DALIA (Símb. gratitud)","16-10-18"
"La casa de las flores: Temporada 1: PETUNIA (Símb. resentimiento)","16-10-18"
"La casa de las flores: Temporada 1: LIRIO (Símb. libertad)","16-10-18"
"La casa de las flores: Temporada 1: CRISANTEMO (Símb. dolor)","16-10-18"
"La sociedad de los poetas muertos","16-10-18"
"Big Fish & Begonia","15-10-18"
"The House of Small Cubes","15-10-18"
"El árbol de la vida","15-10-18"
"El otro hermano","15-10-18"
"De amor y dinero","15-10-18"
"TAU","15-10-18"
"OtherLife","15-10-18"
"Lindas mentirosas: La nueva normalidad","13-10-18"
"Lindas mentirosas: Yo soy una amiga","13-10-18"
"Lindas mentirosas: Si al principio no tienes éxito, miente, miente de nuevo","13-10-18"
"Lindas mentirosas: Cuidado con lo que deseas","13-10-18"
"Lindas mentirosas: Conoce a tus amienemigos","13-10-18"
"Lindas mentirosas: Sal en la herida","13-10-18"
"The Code: Los cimientos de la naturaleza","29-09-18"
"The Code: El número mágico","29-09-18"
"Maniac: Miniserie: Molinos de viento","28-09-18"
"Maniac: Miniserie: El elegido","28-09-18"
"A Plastic Ocean","28-09-18"
"Expedition Happiness","28-09-18"
"Perdidos en el espacio: Temporada 1: Trayectoria","14-09-18"
"Perdidos en el espacio: Temporada 1: Presurización","14-09-18"
"Perdidos en el espacio: Temporada 1: Resurrección","14-09-18"
"Atypical: Temporada 2: La guarida del dragón","13-09-18"
"Atypical: Temporada 2: El huevo","13-09-18"
"Atypical: Temporada 2: Prendido fuego","13-09-18"
"Atypical: Temporada 2: El amiguito y el león","13-09-18"
"Atypical: Temporada 2: La cámara del pingüino bebé","13-09-18"
"Atypical: Temporada 2: Empapada","13-09-18"
"Deepak Chopra: las siete leyes espirituales del éxito","30-08-18"
"La historia de Dios con Morgan Freeman: Apocalipsis","29-08-18"
"La historia de Dios con Morgan Freeman: La muerte","29-08-18"
"Seguir para creer: Parte 1: Los susurradores de internet","29-08-18"
"El arte de amar","26-08-18"
"Palmeras en la nieve","26-08-18"
"Merlí: Foucault","26-08-18"
"Merlí: Schopenhauer","26-08-18"
"Merlí: Sócrates","26-08-18"
"Con locura","22-08-18"
"A todos los chicos de los que me enamoré","20-08-18"
"Dance Academy: The Comeback","14-08-18"
"Cowspiracy:  El secreto de la sostenibilidad","12-08-18"
"Luis Miguel - La serie: Temporada 1: No me platiques más","11-08-18"
"Merlí: Aristóteles","11-08-18"
"Extinción","03-08-18"
"Drácula de Bram Stoker","02-08-18"
"La cumbre escarlata","01-08-18"
"Los Increíbles","27-07-18"
"Perdidos en el espacio: Temporada 1: Panegírico","26-07-18"
"The Last Shaman","17-07-18"
"La mujer de mis pesadillas","16-07-18"
"Gypsy: La madriguera","16-07-18"
"Jane The Virgin: Temporada 1: Capítulo uno (Piloto)","16-07-18"
"Twin Peaks: PARTE 1","16-07-18"
"Locura en el paraíso","16-07-18"
"El espejo tiene dos caras","16-07-18"
"Love Steaks","16-07-18"
"Mi Gran Boda Griega 2","16-07-18"
"Los gustos y los colores","16-07-18"
"Merlí: Maquiavelo","15-07-18"
"El camino de las nubes","12-07-18"
"Matilda","12-07-18"
"Hannah Gadsby: Nanette","09-07-18"
"Troya: La caída de una ciudad: Sitio","08-07-18"
"Troya: La caída de una ciudad: Condiciones","08-07-18"
"Troya: La caída de una ciudad: Sangre negra","08-07-18"
"La bruja","07-07-18"
"El cuaderno de Sara","07-07-18"
"Merlí: Platón","04-07-18"
"Guerra de papás","02-07-18"
"Big Mouth: Temporada 1: Eyaculación","02-07-18"
"Luis Miguel - La serie: Temporada 1: Decídete","30-06-18"
"Merlí: Los peripatéticos","30-06-18"
"Narcos: Temporada 2: Los Pepes","30-06-18"
"Luis Miguel - La serie: Temporada 1: Todo el amor del mundo","30-06-18"
"Luis Miguel - La serie: Temporada 1: Alguien como tú","29-06-18"
"Luis Miguel - La serie: Temporada 1: La incondicional","29-06-18"
"Luis Miguel - La serie: Temporada 1: Mamá, mamá","29-06-18"
"Luis Miguel - La serie: Temporada 1: Culpable o no","29-06-18"
"Luis Miguel - La serie: Temporada 1: Yo que no vivo sin ti","29-06-18"
"Luis Miguel - La serie: Temporada 1: La malagueña","28-06-18"
"Luis Miguel - La serie: Temporada 1: Cuando calienta el sol","28-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 4: Avatar Aang","24-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 3: Into the Inferno","24-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 2: The Old Masters","24-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Sozin's Comet: Parte 1: The Phoenix King","24-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los actores de la isla Ember","24-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los invasores del sur","24-06-18"
"En pocas palabras: Temporada 1: El mercado de valores","22-06-18"
"Aniquilación","20-06-18"
"Se les subieron los humos","20-06-18"
"En pocas palabras: Temporada 1: Edición genética","18-06-18"
"En pocas palabras: Temporada 1: Monogamia","18-06-18"
"En pocas palabras: Temporada 1: K-Pop","18-06-18"
"En pocas palabras: Temporada 1: Criptomonedas","18-06-18"
"En pocas palabras: Temporada 1: Por qué no funcionan las dietas","18-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Boiling Rock: Parte 2","16-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Los maestros del Fuego control","16-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El templo Aire del oeste","16-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Day of the Black Sun: Parte 2","16-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Day of the Black Sun: Parte 1","10-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: Pesadillas y fantasías","10-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La titiritera","10-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La fugitiva","10-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El avatar y el señor del Fuego","10-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La playa","10-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El maestro de Sokka","10-06-18"
"El pueblo de los malditos","05-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: The Boiling Rock: Parte 1","05-06-18"
"Tormenta de arena","04-06-18"
"Rick y Morty: Temporada 2: Ponte ricoso","04-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: La dama pintada","04-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El pañuelo en la cabeza","03-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 3: El despertar","03-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La encrucijada del destino","03-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El gurú","03-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El rey de la Tierra","03-06-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El lago Laogai","03-06-18"
"Ibiza","30-05-18"
"Love: Temporada 1: El principio","30-05-18"
"El hilo rojo","30-05-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La odisea de Appa","27-05-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Aventuras en Ba Sing Se","27-05-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La ciudad de muros y secretos","27-05-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Journey to Ba Sing Se: Part 2: The Drill","27-05-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Journey to Ba Sing Se: Part 1: The Serpent's Pass","27-05-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El desierto","27-05-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La biblioteca","27-05-18"
"Rick y Morty: Televisión interdimensional","25-05-18"
"Rick y Morty: Criando un Gazorpazorp","25-05-18"
"Rick y Morty: La poción de Rick","25-05-18"
"Rick y Morty: Meeseeks destructores","25-05-18"
"13 Reasons Why: Temporada 2: Adiós","22-05-18"
"13 Reasons Why: Temporada 2: La caja de Polaroids","21-05-18"
"No estoy loca","21-05-18"
"13 Reasons Why: Temporada 2: Bryce y Chloe","21-05-18"
"13 Reasons Why: Temporada 2: Sonrían, perras","21-05-18"
"13 Reasons Why: Temporada 2: La página faltante","21-05-18"
"13 Reasons Why: Temporada 2: La niña","20-05-18"
"13 Reasons Why: Temporada 2: La tercera Polaroid","20-05-18"
"13 Reasons Why: Temporada 2: La sonrisa al final del muelle","19-05-18"
"13 Reasons Why: Temporada 2: La máquina de tiza","19-05-18"
"13 Reasons Why: Temporada 2: La segunda Polaroid","19-05-18"
"13 Reasons Why: Temporada 2: Zorra ebria","18-05-18"
"13 Reasons Why: Temporada 2: Dos chicas y un beso","18-05-18"
"13 Reasons Why: Temporada 2: La primera Polaroid","18-05-18"
"Perdidos en el espacio: Temporada 1: Transmisión","18-05-18"
"Perdidos en el espacio: Temporada 1: Los Robinson estuvieron aquí","18-05-18"
"Perdidos en el espacio: Temporada 1: Infestación","18-05-18"
"Perdidos en el espacio: Temporada 1: Diamantes en el cielo","17-05-18"
"Perdidos en el espacio: Temporada 1: Impacto","17-05-18"
"Fumados: Parte 2: Sueño de Helio","06-05-18"
"Fumados: Parte 2: Fantasía 4/20","06-05-18"
"Rick y Morty: La simulación alienígena","06-05-18"
"Rick y Morty: Parque anatómico","06-05-18"
"Rick y Morty: Invasión canina","06-05-18"
"Mac & Devin Go to High School","01-05-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Trabajo duro","01-05-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La persecución","01-05-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: Zuko solitario","30-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La bandida ciega","30-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El día del avatar","30-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El pantano","30-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El regreso a Omashu","30-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: La cueva de los Dos enamorados","30-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 2: El estado avatar","30-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El trono del Norte: Segunda parte","30-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El trono del Norte: Primera parte","30-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El maestro del Agua control","30-04-18"
"El regreso a la laguna azul","30-04-18"
"La chica danesa","29-04-18"
"Peaky Blinders: Temporada 1: Episodio 1","27-04-18"
"Piratas del Caribe: La maldición del Perla Negra","27-04-18"
"Troya: La caída de una ciudad: Ofrenda","24-04-18"
"La casa de papel: Parte 2: Episodio 1","22-04-18"
"Dude: Así es la vida","22-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Los planeadores","22-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El desertor","22-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Bato de la tribu Agua","22-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Predicciones","22-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El espíritu azul","22-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Tormenta","22-04-18"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El cañón de la muerte","22-04-18"
"Troya: La caída de una ciudad: Doce días","19-04-18"
"Troya: La caída de una ciudad: Batalla en la playa","19-04-18"
"Trump: An American Dream: Manhattan","18-04-18"
"Troya: La caída de una ciudad: En fuga","15-04-18"
"Marvel - Jessica Jones: AKA Noche de chicas","14-04-18"
"Troya: La caída de una ciudad: Botines de guerra","13-04-18"
"El mecanismo: Temporada 1: Juicio final","13-04-18"
"El mecanismo: Temporada 1: El último respiro","12-04-18"
"El mecanismo: Temporada 1: Lo sabían todo","12-04-18"
"El mecanismo: Temporada 1: Ojos rojos","12-04-18"
"El mecanismo: Temporada 1: Pared falsa","12-04-18"
"El mecanismo: Temporada 1: Vienen vientos fríos del sur","12-04-18"
"El mecanismo: Temporada 1: Halva","12-04-18"
"El mecanismo: Temporada 1: Lavado de autos","11-04-18"
"Amélie","06-04-18"
"Rick y Morty: Es hora de la fiesta","03-04-18"
"Un camino a casa","25-03-18"
"Natalia Valdebenito: El especial","25-03-18"
"Natalia Valdebenito: Gritona","25-03-18"
"La casa de papel: Parte 1: Episodio 13","18-03-18"
"La casa de papel: Parte 1: Episodio 12","18-03-18"
"La casa de papel: Parte 1: Episodio 11","18-03-18"
"La casa de papel: Parte 1: Episodio 10","18-03-18"
"La casa de papel: Parte 1: Episodio 9","18-03-18"
"La casa de papel: Parte 1: Episodio 8","18-03-18"
"La casa de papel: Parte 1: Episodio 7","17-03-18"
"Bright","17-03-18"
"Big Mouth: Temporada 1: El PornoVista","13-03-18"
"Big Mouth: Temporada 1: Sobreviví al bat mitzvah de Jessi","13-03-18"
"Big Mouth: Temporada 1: El bajacabezas","13-03-18"
"Big Mouth: Temporada 1: Réquiem por un sueño (húmedo)","13-03-18"
"Big Mouth: Temporada 1: Consúltalo con la almohada","13-03-18"
"Atypical: Temporada 1: Las propiedades de silenciamiento de la nieve","25-02-18"
"Atypical: Temporada 1: Perdí mi pobre albóndiga","24-02-18"
"Atypical: Temporada 1: El tren a Pueblo Polvo","24-02-18"
"Atypical: Temporada 1: Esa es mi sudadera","24-02-18"
"Atypical: Temporada 1: Un aroma neutro","24-02-18"
"Atypical: Temporada 1: Julia dijo","24-02-18"
"Atypical: Temporada 1: Una hembra humana","24-02-18"
"Atypical: Temporada 1: Antártida","24-02-18"
"Puertas abiertas","24-02-18"
"Kiss & Cry","24-02-18"
"Fabrizio Copano: Solo pienso en mi","11-02-18"
"Rick y Morty: Encuentros cercanos a lo Rick","04-02-18"
"Smosh: la película","04-02-18"
"Black Mirror: Temporada 1: Quince millones de méritos","01-02-18"
"Big Mouth: Temporada 1: Las chicas también se excitan","01-02-18"
"Big Mouth: Temporada 1: Pijamada: una horrible experiencia de brutalidad emocional","28-01-18"
"Big Mouth: Temporada 1: ¿Soy gay?","28-01-18"
"Black Mirror: Temporada 4: Hang the DJ","28-01-18"
"Black Mirror: Temporada 3: Caída en picada","24-01-18"
"Black Mirror: Temporada 4: Black Museum","24-01-18"
"Shame - deseos culpables","18-01-18"
"Cloud Atlas: La red invisible","16-01-18"
"Reign: Piloto","16-01-18"
"The End of the F***ing World: Temporada 1: Episodio 8","16-01-18"
"The End of the F***ing World: Temporada 1: Episodio 7","16-01-18"
"The End of the F***ing World: Temporada 1: Episodio 6","16-01-18"
"The End of the F***ing World: Temporada 1: Episodio 5","16-01-18"
"The End of the F***ing World: Temporada 1: Episodio 4","16-01-18"
"The End of the F***ing World: Temporada 1: Episodio 3","11-01-18"
"The End of the F***ing World: Temporada 1: Episodio 2","11-01-18"
"The End of the F***ing World: Temporada 1: Episodio 1","11-01-18"
"Las chicas del cable: Temporada 2: Capítulo 13: Los secretos","09-01-18"
"Las chicas del cable: Temporada 2: Capítulo 12: La culpa","09-01-18"
"Las chicas del cable: Temporada 2: Capítulo 11: Los celos","06-01-18"
"Black Mirror: Temporada 4: Crocodile","04-01-18"
"Las chicas del cable: Temporada 2: Capítulo 10: El pacto","04-01-18"
"Una buena orgía a la antigua","31-12-17"
"Black Mirror: Temporada 4: Arkangel","30-12-17"
"Black Mirror: Temporada 4: USS Callister","30-12-17"
"A Tale of Love and Darkness","28-12-17"
"Alias Grace: Miniserie: Parte 6","28-12-17"
"Las chicas del cable: Temporada 2: Capítulo 9: La elección","26-12-17"
"Black Mirror: Temporada 3: Partida","23-12-17"
"Glitch: Temporada 1: ¿Estoy en el infierno?","21-12-17"
"Glitch: Temporada 1: Los resucitados","21-12-17"
"Easy: Temporada 1: Controlada","20-12-17"
"Easy: Temporada 1: Hermanos cerveceros","20-12-17"
"Easy: Temporada 1: Cenicienta vegana","20-12-17"
"Easy: Temporada 1: El maldito estudio","20-12-17"
"Easy: Temporada 2: Matrimonio abierto","20-12-17"
"Easy: Temporada 2: Ladrón de encomiendas","20-12-17"
"Conociendo a Ray","20-12-17"
"Alias Grace: Miniserie: Parte 5","19-12-17"
"Alias Grace: Miniserie: Parte 4","19-12-17"
"Alias Grace: Miniserie: Parte 3","19-12-17"
"Alias Grace: Miniserie: Parte 2","19-12-17"
"Alias Grace: Miniserie: Parte 1","18-12-17"
"Fumados: Parte 1: Rutherford B. Haze","18-12-17"
"Okja","18-12-17"
"Beasts of No Nation","14-12-17"
"Ciudad de Dios","13-12-17"
"Vikingos: Temporada 4: La hora de la verdad","11-12-17"
"Vikingos: Temporada 4: Una buena traición","11-12-17"
"The Crown: Temporada 1: Hyde Park Corner","10-12-17"
"The Crown: Temporada 1: Wolferton Splash","10-12-17"
"Trascender","08-12-17"
"Narcos: Temporada 2: Los enemigos de mi enemigo","02-12-17"
"Narcos: Temporada 2: El bueno, el malo y el muerto","02-12-17"
"Narcos: Temporada 2: Nuestro hombre en Madrid","02-12-17"
"Narcos: Temporada 2: Cambalache","02-12-17"
"Rick y Morty: Cosas necesarias","02-12-17"
"Kill Bill: La venganza Vol. 1","02-12-17"
"Narcos: Temporada 2: Al fin libre","02-12-17"
"Narcos: Temporada 1: Despegue","02-12-17"
"Narcos: Temporada 1: La catedral","02-12-17"
"Narcos: Temporada 1: La gran mentira","01-12-17"
"Narcos: Temporada 1: Llorarás lágrimas de sangre","01-12-17"
"Narcos: Temporada 1: Explosivos","01-12-17"
"Narcos: Temporada 1: Habrá futuro","01-12-17"
"Narcos: Temporada 1: El palacio en llamas","01-12-17"
"Narcos: Temporada 1: Los hombres de siempre","01-12-17"
"Narcos: Temporada 1: La espada de Simón Bolívar","01-12-17"
"Narcos: Temporada 1: Descenso","01-12-17"
"La ley de los audaces: Temporada 1: Piloto (Partes 1 y 2)","01-12-17"
"Mars: Nuevo mundo","01-12-17"
"The Sinner: Temporada 1: Cora: Parte VIII","20-11-17"
"The Sinner: Temporada 1: Cora: Parte VII","19-11-17"
"The Sinner: Temporada 1: Cora: Parte VI","19-11-17"
"The Sinner: Temporada 1: Cora: Parte V","17-11-17"
"The Sinner: Temporada 1: Cora: Parte IV","17-11-17"
"The Sinner: Temporada 1: Cora: Parte III","16-11-17"
"The Sinner: Temporada 1: Cora: Parte II","16-11-17"
"The Sinner: Temporada 1: Cora: Parte I","16-11-17"
"13 Reasons Why: Temporada 1: Casete siete, lado A","16-11-17"
"13 Reasons Why: Temporada 1: Casete seis, lado B","15-11-17"
"13 Reasons Why: Temporada 1: Casete seis, lado A","14-11-17"
"13 Reasons Why: Temporada 1: Casete cinco, lado B","14-11-17"
"13 Reasons Why: Temporada 1: Casete cinco, lado A","13-11-17"
"Burton and Taylor","11-11-17"
"Un romance indiscreto","11-11-17"
"Rick y Morty: Temporada 2: La squanch-boda","11-11-17"
"Rick y Morty: Temporada 2: El día de la purga","11-11-17"
"Rick y Morty: Temporada 2: Televisión interdimensional 2","11-11-17"
"Rick y Morty: Temporada 2: Los Ricks deben estar locos","11-11-17"
"13 Reasons Why: Temporada 1: Casete cuatro, lado B","10-11-17"
"13 Reasons Why: Temporada 1: Casete cuatro, lado A","08-11-17"
"13 Reasons Why: Temporada 1: Casete tres, lado B","08-11-17"
"13 Reasons Why: Temporada 1: Casete tres, lado A","08-11-17"
"13 Reasons Why: Temporada 1: Casete dos, lado B","07-11-17"
"13 Reasons Why: Temporada 1: Casete dos, lado A","05-11-17"
"13 Reasons Why: Temporada 1: Casete uno, lado B","04-11-17"
"13 Reasons Why: Temporada 1: Casete uno, lado A","04-11-17"
"El universo de Stranger Things: El universo 2: Locos por Max","30-10-17"
"El universo de Stranger Things: El universo 2: Alucinante","29-10-17"
"Eliminar amigo","25-10-17"
"That '70s Show: El cumpleaños de Eric","24-10-17"
"That '70s Show: Piloto","24-10-17"
"The OA: Parte I: Capítulo 8: El ser invisible","24-10-17"
"The OA: Parte I: Capítulo 5: Paraíso","24-10-17"
"Santa Clarita Diet: Temporada 1: ¿Un mono o un murciélago?","24-10-17"
"Daughters of the Dust","24-10-17"
"La niñera","23-10-17"
"Hot Girls Wanted: Turned On: Temporada 1: El amor en tiempos de Tinder","22-10-17"
"Hot Girls Wanted: Turned On: Temporada 1: Arriba las mujeres","22-10-17"
"Death Note","21-10-17"
"Jóvenes y rebeldes: Discos and Dragons","20-10-17"
"Jóvenes y rebeldes: The Little Things","20-10-17"
